co_cli;tip_cli;cli_des;ven_des
"403072604       ";"00    ";MIL TYRES C.A.;JOSE FELIX ALVAREZ
"403082855       ";"00    ";AUTOREPUESTOS LA REPRESA 2015 C.A. (AUTOREPUESTOS LA REPRESA 2015 C.A.);RODRIGUEZ JOSE GERARDO
"403087911       ";"00    ";INVERSIONES ITALMI, C.A.;ALEXANDER JOSE MALPICA GARCIA
"403097127       ";"00    ";IMPORTADORA SAN CRISTOBAL C.A.;OFICINA
"403138109       ";"00    ";MULTISERVICIOS FAMIL. CARS, C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"403141223       ";"00    ";TRANSPORTE KATYMAR, C.A.;OFICINA
"403177813       ";"00    ";MULTISERVICIOS JEDA CARS, C.A.;LENIN GONZALEZ
"403187592       ";"00    ";REPUESTOS TODO MOTO RM C.A.;GABRIEL RAMIREZ
"403194335       ";"00    ";LUBRICANTES Y REPUESTOS EL LICEO C.A.;LENIN GONZALEZ
"403243824       ";"00    ";INVERSIONES MACAREÑO 2013 C.A.;FREDDY EGUI
"403245886       ";"00    ";TRUCK  STORE C.A.;FRANCISCO CARVAJAL
"403261040       ";"00    ";CAT MOTOS C.A.;ELVIS MERCADO
"403267430       ";"00    ";AUTOPARTES HNOS ROMERO 01, C.A.;"pendiente "
"403297207       ";"00    ";LUBRICANTES Y ACCESORIOS PATIÑO, C.A.;"pendiente "
"403331200       ";"00    ";G & D CARS SHOP C.A.;GABRIEL RAMIREZ
"403375658       ";"00    ";CORPORACION ROCO 4WD PERFORMANCE, C.A.;FRANCISCO CARVAJAL
"403385106       ";"00    ";CAUCHOS SPEEDWAYS C.A.;JOEL PETIT
"403560943       ";"00    ";TRENSERVICA M.E.N., C.A.;OFICINA
"403620539       ";"00    ";GOMAS BASES Y BALLESTAS, C.A;FRANCISCO CARVAJAL
"403634467       ";"00    ";DISTRIBUIDORA ENTERVIER 1005 C.A.;FRANCISCO CARVAJAL
"403682984       ";"00    ";AUTO REPUESTOS RIVEGRA C.A.;DORIALIS MUCHELL
"403744076       ";"00    ";INVERSIONES EL RUSTICO 1961 C.A.;RICARDO NATERA
"403755736       ";"00    ";MULTIREPUESTOS SAN RAFAEL 2014, C.A;ALEXANDER REVEROL
"403759340       ";"00    ";VENSUSERCA, C.A.;OFICINA
"403808430       ";"00    ";CONFECCIONES JM SPORT C.A.;OFICINA/ LUIS PULIDO
"403857059       ";"00    ";SOFISA C.A.;FRANCISCO CARVAJAL
"403917612       ";"00    ";SILENCIADORES DA SILVA CARS, C.A.;GABRIEL RAMIREZ
"403925003       ";"00    ";EL LIDER EN REPUESTOS JAHER 07 C.A.;HEMIL GUERRERO
"403943214       ";"00    ";INVERSIONES INVERMACK C.A.;LENIN GONZALEZ
"403946167       ";"00    ";M.C.M.D. CAR´S SHOP, C.A.;YOSCAIDI CHACON
"403946523       ";"00    ";SUMUNISTROS AREOSCAR, C.A;RODRIGUEZ JOSE GERARDO
"403959846       ";"00    ";SANTANA´S 1000 CAUCHO´S;OFICINA
"403994331       ";"00    ";RENNY CAR´S, C.A.;JOHENDER GIRO
"404008322       ";"00    ";TOP FIXED CARS;FRANCISCO CARVAJAL
"404012117       ";"00    ";CAUCHERA PACAIRIGUA OM, C.A.;JUVEMIR TORCAT
"404020667       ";"00    ";INVERSIONES JACV SPORT C.A.;HEMIL GUERRERO
"404021841       ";"00    ";FUELTOOLS, C.A;ALEXANDER REVEROL
"404045724       ";"00    ";H & H FILTROS 2014, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"404060340       ";"00    ";SUMINISTROS SERVICIOS Y REPUESTOS ISRAEL 1948 C.A.;RM OFICINA
"404070613       ";"00    ";NETSOLUTIONS STORE, C.A;GABRIEL RAMIREZ
"404077840       ";"00    ";DTS DE TODO SUMINISTROS. CA;HEMIL GUERRERO
"404083480       ";"00    ";NEMINCA, C.A;JOHENDER GIRO
"404105417       ";"00    ";TECNO-EMBRAGUES VALENCIA, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"404132465       ";"00    ";COMERCIALIZADORA MILLAN AUTOMOTRIZ, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"404134158       ";"00    ";SURTICAUCHOS PERIJA, C.A.;MARIO VILORIA
"404180354       ";"00    ";TECNO SERVICIOS FRANK, C.A.;YOSCAIDI CHACON
"404197630       ";"00    ";FUERZA AGROINDUSTRIAL C.A.;OFICINA
"404197834       ";"00    ";WISE SERVICES C.A.;OFICINA
"404208380       ";"00    ";SERVI CENTRO SAN DIEGO, C. A.;"pendiente "
"4042299114      ";"00    ";INVERSIONES ASSAEL MOTOS C.A.;JOSE FELIX ALVAREZ
"404246622       ";"00    ";INVERSIONES AUDIO CARS TACAGUA C.A.;LENIN GONZALEZ
"404246975       ";"00    ";AUTO PARTES PUNTO CARS C.A.;ELVIS MERCADO
"404260455       ";"00    ";SILVER CAUCHOS DRANEKO C.A.;JOEL PETIT
"404280383       ";"00    ";TOGO MOTORS, C.A.;REYNALDO HAHN
"404287841       ";"00    ";MULTISERVICIOS Y REPUESTOS J.F.P 2014, C.A;ALEXANDER REVEROL
"404301968       ";"00    ";DISTRIBUIDORA DARIANA T.C., C.A.;ALEXANDER REVEROL
"404315535       ";"00    ";INVERSIONES SOLCAR 29 C.A.;LENIN GONZALEZ
"404333754       ";"00    ";INDUSTRIAS GRI-VEN, C.A;HEMIL GUERRERO
"404349677       ";"00    ";FILTROS CARABOBO 2014 C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"404352333       ";"00    ";INVERSIONES FERREPUESTOS LA PLAZA C.A.;HEMIL GUERRERO
"404402977       ";"00    ";CENTRO CAUCHO 1608, C.A.;NELSON RODRIGUEZ
"404408029       ";"00    ";INFORMATICA SECURISYS SOLUTIONS ITS, C.A;GABRIEL RAMIREZ
"404445978       ";"00    ";AUTOREPUESTOS LA ESTACION 1953, C.A;EDUARDO LUIS PULIDO LEON
"404466738       ";"00    ";AUTOMECANICA MARILU 2014, C.A.;GABRIEL RAMIREZ
"404481214       ";"00    ";ALVA HOLDINGS C.A.;RM OFICINA
"404497994       ";"00    ";SIIGMA, C.A;MERCADOLIBRE
"4045499811      ";"00    ";AGROINPROA C.A.;FRANCISCO JAVIER OJEDA RAMIREZ
"404575073       ";"00    ";INVERSIONES MOTO R.A. C.A.;ELVIS MERCADO
"404595600       ";"00    ";ELECTROAUTO CASTILLO 2014, C.A;IVAN MACUCHA
"404619771       ";"00    ";INVERSIONES RODAMAR 2014, C.A;YOSCAIDI CHACON
"404622187       ";"00    ";SUMINISTROS CERO NUEVE, C.A.;JOSE FELIX ALVAREZ
"404631810       ";"00    ";INVERSIONES 123777,C.A.;GABRIEL RAMIREZ
"404644865       ";"00    ";CONSORCIO DE COGESTION VENEQUIP;OFICINA
"404651721       ";"00    ";NEUMATICOS REP, C.A.;ALESSSANDRO MONTANARI
"404663258       ";"00    ";DISTRIBUIDORA D´ABREU 15-82 C.A.;GABRIEL RAMIREZ
"40467254        ";"00    ";CORPORACION MJC 21 C.A.;RM OFICINA
"404674241       ";"00    ";MULTISERVICIOS EL PUENTE 2.0 C.A.;"pendiente "
"404686843       ";"00    ";LATINA RENOVADORA Y VULCANIZADORA, C.A.;FELIX URBINA
"404691880       ";"00    ";AMP CONSUMIBLES C.A.;OFICINA
"404711422       ";"00    ";REPUESTOS, LUBRICANTES Y ACCESORIOS AUDRINES, C.A.;GABRIEL RAMIREZ
"404716211       ";"00    ";MULTISERVICIOS GOMA TREN MT C.A.;HEMIL GUERRERO
"404776664       ";"00    ";MULTISERVICIOS RIVAS DAVILA C.A;RODRIGUEZ JOSE GERARDO
"404781617       ";"00    ";JUNIOR MOTOS Y RESPUESTO 83, C.A;ALEXANDER REVEROL
"404795472       ";"00    ";INVERSIONES EL DOCTOR 46, C.A.;REYNALDO HAHN
"404795561       ";"00    ";N.A.R. MOTOR C.A.;LENIN GONZALEZ
"404796177       ";"00    ";MG AUTOPARTES, C.A;REYNALDO HAHN
"404830928       ";"00    ";AGROCAUCHOS MEZA C.A.;RM OFICINA
"404833120       ";"00    ";DISTRIBUIDORA LBRY-FRENGS TRANSFORMERS, C.A.;GABRIEL RAMIREZ
"404851046       ";"00    ";INVERSIONES LA URBANERA, C.A.;"pendiente "
"404854886       ";"00    ";FUN 4WD STORE C.A.;JOHENDER GIRO
"404857435       ";"00    ";FERREVENECIA C.A.;JOSE FELIX ALVAREZ
"404857893       ";"00    ";AUTO PERIQUITOS Y LUBRICANTES A.J.O.S, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"404872710       ";"00    ";FERRETERIA PIEDRAPICA 3000 C.A.;OFICINA
"404897275       ";"00    ";GRUPO ZENUN C.A.;OFICINA
"404920846       ";"00    ";TALLER Y LUBRICANTES GERZUGH 2014 C.A.;GABRIEL RAMIREZ
"404946195       ";"00    ";COMERCIALIZADORA BOCARANDA, C.A.;OFICINA/ LUIS PULIDO
"404977376       ";"00    ";SERVIPARTES CARABOBO, C.A.;REYNALDO HAHN
"404978224       ";"00    ";SERVICIOS Y SUMINISTROS DIJS & CO C.A.;GABRIEL RAMIREZ
"405000457       ";"00    ";TRANSPORTE, REPUESTOS Y SERVICIOS M.J.M. C.A.;YANIRIA ADRIANA GUTIERREZ PEREZ
"405014396       ";"00    ";TODO CORREAS Y ILTROS LEONICAR, C.A.;HEMIL GUERRERO
"405077247       ";"00    ";CAUCHOS Y SERVICIOS ROEL C.A.;ELVIS MERCADO
"405122579       ";"00    ";TRANSPORTE GRAN SASSO, C.A.;MERCADOLIBRE
"405139943       ";"00    ";GRUPO + 58 C.A.;FRANCISCO CARVAJAL
"405174064       ";"00    ";INVERSIONES RICAUCHOS SR, C.A.;MARIA ESCORIHUELA
"405204885       ";"00    ";CONVERTIDORES E J Y, C.A.;LENIN GONZALEZ
"405240083       ";"00    ";INVERSIONES MARVEL 2014 C.A.;ALEXANDER JOSE MALPICA GARCIA
"405240954       ";"00    ";INVERSIONES SARAY CRJ, C.A.;FRANCISCO CARVAJAL
"405241374       ";"00    ";CORPORACION MEGAFER C.A.;JOSE FELIX ALVAREZ
"405250909       ";"00    ";INVERSIONES EL FUTURO DE JUAN ANDRES, C.A;MERCADOLIBRE
"405275219       ";"00    ";MULTISERVICIOS REMOCA C.A.;OFICINA
"405283181       ";"00    ";MULTISERVICIOS EQUIPANOFRE C.A.;LENIN GONZALEZ
"405334568       ";"00    ";INVERSIONES ROSA 2015 C.A.;ALEXANDER JOSE MALPICA GARCIA
"405368926       ";"00    ";REPRESENTACIONES EL JUNIOR 2015,C.A;"pendiente "
"405447109       ";"00    ";INVERSIONES J.A.D.02015 C.A.;FRANCISCO CARVAJAL
"405461365       ";"00    ";SUMINISTROS ELECTRICOS SANTA RITA C.A;RODRIGUEZ JOSE GERARDO
"405500085       ";"00    ";EL CANARIO AUTOPARTES C.A.;LENIN GONZALEZ
"405510048       ";"00    ";INVERSIONES SEMARTECNICA C.A.;FELIX URBINA
"405533218       ";"00    ";LUBRICAUCHOS 2015, C.A.;RODRIGUEZ JOSE GERARDO
"405536020       ";"00    ";MULTISERVICIOS MIS TRES YYY C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"405536306       ";"00    ";HORUS XIII C.A.;JOEL PETIT PRIMERA
"405536357       ";"00    ";NEUMATICOS XIII C.A.;RM OFICINA
"405547880       ";"00    ";CORPORACION EMERGENCIAS PUBLICITARIAS, C.A.;YOSCAIDI CHACON
"405590505       ";"00    ";INVERSIONES Y SERVICIOS ESPINO7, C.A.;ALEXANDER REVEROL
"405592290       ";"00    ";TIRE EXPRESS LIBERTADOR LA 32, C.A.;OFICINA
"405593776       ";"00    ";HEAVY DUTY TRANSPORTA;DOUGLAS BOCOURT
"405614927       ";"00    ";ARQUI-STORE DISEÑO, C.A.;GABRIEL RAMIREZ
"405614943       ";"00    ";MULTISERVICIOS SEBASJE05 C.A.;GABRIEL RAMIREZ
"405616628       ";"00    ";PROYECTOS Y CONSTRUCCIONES CIVILES FERDIM, C.A;DOUGLAS BOCOURT
"405643512       ";"00    ";ADMINISTRADORA LJ-2015;RM OFICINA
"4056558         ";"00    ";GIANFRANCO COLUCCI;FRANCISCO CARVAJAL
"405674369       ";"00    ";GRUPO MEDICO PERFILAB C.A.;OFICINA
"405709979       ";"00    ";INVERSIONES RMR 2015 C.A.;GABRIEL RAMIREZ
"405728175       ";"00    ";TECNO LUBRICANTES PIEDRA AZUL, C.A.;OFICINA/ LUIS PULIDO
"405765836       ";"00    ";TERRITORIO4X4STORE C.A.;OFICINA
"405781459       ";"00    ";INVERSIONES ISLA HERRADURA C.A.;RICARDO NATERA
"405793937       ";"00    ";AUTOPARTES RUJIAN, C.A.;RICARDO NATERA
"405798947       ";"00    ";LUBRICANTES Y AUTOPERIQUITOS STEPHANIE;DORIALIS MUCHELL
"405815078       ";"00    ";RMT GROUP, C.A.;OFICINA
"405817720       ";"00    ";AUTO REPUESTOS Y SERVICIOS ADONAY 2015, C.A;YOSCAIDI CHACON
"405824603       ";"00    ";SERVI FLOTA DISTUCARACAS C.A.;DOUGLAS BOCOURT
"405848308       ";"00    ";MAQUITRAN 2015, C.A.;ALESSSANDRO MONTANARI
"405849768       ";"00    ";MULTISERVICIOS JD 2015 C.A.;RICARDO NATERA
"405849770       ";"00    ";LUBRICANTES QUINTERO SILVA C.A.;GABRIEL RAMIREZ
"405868368       ";"00    ";PERFOCA GEOTECNIA C.A.;JOEL PETIT
"405869283       ";"00    ";INVERSIONES HERNANDEZ CAMACHO, C.A.;GABRIEL RAMIREZ
"405881623       ";"00    ";MULTISERVICIOS IMMORTAL 4X4, C.A.;FRANCISCO CARVAJAL
"405898747       ";"00    ";INVERSIONES LOS JF, C.A.;OFICINA/ LUIS PULIDO
"405908769       ";"00    ";INVERSIONES CONNAN 77, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"405927011       ";"00    ";INVERSIONES NEUMACOVAR C.A;OFICINA/ LUIS PULIDO
"405941944       ";"00    ";ESCALINYEC, C.A;CINDY ORTIZ
"405944790       ";"00    ";LUBRIFILTROS SARASTY, CA.;HEMIL GUERRERO
"406023485       ";"00    ";SERVICAUCHOS STAR C.A.;JOSE FELIX ALVAREZ
"406033995       ";"00    ";INVERSIONES LOS J.R.R.,C.A.;ALEXANDER REVEROL
"406044571       ";"00    ";EXPRESOS GUAYANA ORIENTE, C.A;HEMIL GUERRERO
"406050873       ";"00    ";FERAUTOS 2015 C.A.;ELVIS MERCADO
"406052388       ";"00    ";INVERSIONES ALMARY A.M. CA.;GABRIEL RAMIREZ
"406057460       ";"00    ";MULTISERVICIOS GUAMACHO, C.A;DORIALIS MUCHELL
"406096083       ";"00    ";GRUPO CARJOMI, C.A.;FRANCISCO CARVAJAL
"406096580       ";"00    ";INVERSIONES SALVATIERRA 2020, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"406115177       ";"00    ";INVERSIONES EL AS DE PLATA C.A.;JOHENDER GIRO
"406125423       ";"00    ";INVERSIONES GILERS 2015, C.A;GABRIEL RAMIREZ
"406125458       ";"00    ";AUTO REPUESTOS RIVAS 2015, C.A.;YOSCAIDI CHACON
"406134830       ";"00    ";INVERSIONES MART-BERT C.A.;GABRIEL RAMIREZ
"406153567       ";"00    ";REPUESTOS A.M.R., C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"406228117       ";"00    ";INVERSIONES RJD, C.A.;ELVIS MERCADO
"406306304       ";"00    ";SUPREMO EXPRESS MIRANDA, S.A.;ALEXANDER REVEROL
"406316962       ";"00    ";REPRESENTACIONES A & G, C.A.;ELVIS MERCADO
"406353108       ";"00    ";AUTOPARTES K.R.P. C.A.;GABRIEL RAMIREZ
"406380440       ";"00    ";LOUHNNY BURGER, C.A;FRANCISCO CARVAJAL
"406391867       ";"00    ";RODRIGUEZ & VIEIRA, C.A.;YOSCAIDI CHACON
"406398330       ";"00    ";VISI MOTOS CAR, C.A.;"pendiente "
"406399469       ";"00    ";AUTOPARTES EL NRO 7, C.A.;HEMIL GUERRERO
"406407836       ";"00    ";DISTRIBUIDORA NASELF C.A.;HEMIL GUERRERO
"406435872       ";"00    ";MULTISERVICIO EL ARBOL C.A.;YOSCAIDI CHACON
"406445070       ";"00    ";AUTO REPUESTOS Y SERVICIOS LOS 3 Y, C.A.;YOSCAIDI CHACON
"406502510       ";"00    ";COMERCIALIZADORA BJN 88, C.A.;JOEL PETIT
"406509990       ";"00    ";JMPA SOLUCIONES C.A.;LENIN GONZALEZ
"406516120       ";"00    ";AUTO REPUESTOS CHEVOCARS, C.A;ALEXANDER REVEROL
"406517135       ";"00    ";INVERSIONES JBARROETA C.A.;LENIN GONZALEZ
"406521191       ";"00    ";CONSTRUCTORA ARENA S PAOLA, C.A.;FRANCISCO CARVAJAL
"406521434       ";"00    ";MULTISERVICIOS INTER OIL, C.A.;YOSCAIDI CHACON
"406537330       ";"00    ";INVERSIONES F.D.D, C.A;ALEXANDER REVEROL
"406565946       ";"00    ";SERVICIOS SPEDD MOTORS C.A.;GABRIEL RAMIREZ
"406569895       ";"00    ";FERRE INVERSIONES ARALU, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"406574163       ";"00    ";REPUESTOS Y ACCESORIOS EL PORTAL DE SAN DIEGO, C.A.;"pendiente "
"406597570       ";"00    ";PINTURERIA Y FERRETERIA PUERTO FLECHADO C.A.;RICARDO NATERA
"406632228       ";"00    ";INVERSIONES TOTAL SERVICE 2015 C.A.;FRANCISCO CARVAJAL
"406635545       ";"00    ";CONJUNTO RESIDENCIAL EL ENCANTADO;JOSE FELIX ALVAREZ
"406669970       ";"00    ";CORPORACION LAS TRES R,C.A.;IVAN MACUCHA
"406671053       ";"00    ";SOLUCIONES AUTOMOTRICES REY ENTERPRISE 888 C.A.;FRANCISCO CARVAJAL
"406694495       ";"00    ";MULTISERVICIOS COJEDES 2015, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"406706698       ";"00    ";INVERSIONES JERIMAR 2015 C.A.;HEMIL GUERRERO
"406729884       ";"00    ";LUBRICANTES CARS STOP, CA;ALEXANDER REVEROL
"406733962       ";"00    ";LUBRICANTES, REPUESTOS Y AUTOACCESORIOS EL LAGARTO, C.A;RODRIGUEZ JOSE GERARDO
"406799963       ";"00    ";TURBO DIESEL REPUESTOS, C.A;MARIALEXANDRA MEDINA ESCALANTE
"406821152       ";"00    ";TRANSPORTE SEGURO CARLOS ARMANDO BORGES C.A.;JUVEMIR TORCAT
"406837989       ";"00    ";GRUPO MANGIARE 2109, C,A,;OFICINA
"406842826       ";"00    ";INVERSIONES R&G 2011, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"406854549       ";"00    ";HAC & CIA C.A.;FACTURACION INTER GRUPO
"406946397       ";"00    ";INVERSIONES LUIS PAKA PAKA C.A.;ELVIS MERCADO
"406965448       ";"00    ";GRUPO I.M. TIRES C.A.;JOEL PETIT
"406966983       ";"00    ";INVERSIONES BRYSCH, C.A.;OFICINA
"406986682       ";"00    ";INVERSIONES LA FORTALEZA E.O. C.A.;LENIN GONZALEZ
"407014153       ";"00    ";NEUMATIRES 3107, C.A.;OFICINA
"407067370       ";"00    ";REFILUB LCJ C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"407072609       ";"00    ";INVERCAUCHOS VALENCIA, C.A.;RM OFICINA
"407082701       ";"00    ";MULTISERVICIOS NECATIX, C.A;LENIN GONZALEZ
"407082922       ";"00    ";VELUMAT, C.A;YOSCAIDI CHACON
"407105922       ";"00    ";TRANSPORTE Y SERVICIOS R Y S C.A.;OFICINA
"407123483       ";"00    ";DI MASTRO INVERSIONES, C.A.;OFICINA
"407144588       ";"00    ";CLUB DEPORTIVO ANGOSTURA FUTBOL CLUB;RM OFICINA
"407157523       ";"00    ";DOCTOR LUB, C.A;ALEXANDER REVEROL
"407171542       ";"00    ";REPUESTOS Y LUBRICANTES BELKIS GOMEZ 2015 C.A.;ELVIS MERCADO
"407181548       ";"00    ";SUMINISTROS DE REPUESTOS Y LUBRICANTES DIAZ 715, CA;JOSÉ DOMINGO TORTOLERO ROMÁN
"40718217        ";"00    ";MAHANAIM H.L.;"pendiente "
"407182170       ";"00    ";MAHANAIM H.L C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"407217992       ";"00    ";REPUESTOS Y LUBRICANTES SALCEDO 338, C.A.;ELVIS MERCADO
"407254162       ";"00    ";INVERSIONES MUNDOFLEX, C.A;FRANCISCO CARVAJAL
"407284576       ";"00    ";INVERSIONES RAFATT II C.A.;JOEL PETIT
"407311743       ";"00    ";INVERSIONES C.R.T.;KELLENYN GRITTA SAKKAL GUERRERO
"407321498       ";"00    ";R30 ENGINEERED RUBBER PRODUCTS, C.A.;RM OFICINA
"407340450       ";"00    ";LUBRICANTES OTURANIKO,CA;HEMIL GUERRERO
"407341332       ";"00    ";INVERSIONES RODKAN, C.A.;ELVIS MERCADO
"407397222       ";"00    ";MTB RAMIREZJO SPORT C.A.;JOSE FELIX ALVAREZ
"407414542       ";"00    ";INVERSIONES CHEMONE 2027 C.A.;JOHENDER GIRO
"407426338       ";"00    ";TORNIREPUESTO BA 2015 C.A.;GABRIEL RAMIREZ
"407485717       ";"00    ";MULTISERVICIOS CHEVYASIATICOS CAGUA 2020 C.A;MARIALEXANDRA MEDINA ESCALANTE
"407486314       ";"00    ";MULTISERVICIOS M&M 2050, C.A;HEMIL GUERRERO
"407496239       ";"00    ";CENTRO ESTETICO ANGELICA 2016 C.A.;DOUGLAS BOCOURT
"407508105       ";"00    ";REPUESTOS Y SERVICIOS ESCAR, C.A;YOSCAIDI CHACON
"407508598       ";"00    ";AUTO REPUESTOS DUARTE CARS C.A.;KELLENYN GRITTA SAKKAL GUERRERO
"407515977       ";"00    ";MONTAVALJJG, C.A.;JOEL PETIT
"407589431       ";"00    ";RUEDAS + C.A.;JOEL PETIT
"407636359       ";"00    ";ASOCIACION CIVIL DE TRANSPORTE GUAICAIPURO;HEMIL GUERRERO
"407645889       ";"05    ";INTERCONTAINERS LA GUAIRA C.A.;RM OFICINA
"407655507       ";"00    ";OROZCO MOTORS GROUP 3000 C.A.;GABRIEL RAMIREZ
"407658247       ";"00    ";VIRTUAL 4X4 STORE C.A.;LENIN GONZALEZ
"407697269       ";"00    ";OIL & FILTER S SANTA ROSA C.A.;RM OFICINA
"407703510       ";"00    ";REPUESTOS DAYNE, C.A (REPUESTOS DAYNE, C.A.);DORIALIS MUCHELL
"407710060       ";"00    ";INVERSIONES CORREIA 9161 C.A.;GABRIEL RAMIREZ
"407720716       ";"00    ";LUBRICANTES Y SERVICIOS LS C.A;ALEXANDER REVEROL
"407747916       ";"00    ";ROTOPACK, C.A.;MERCADO LIBRE JF
"407748718       ";"00    ";INVERSIONES ESIC, C.A.;JOSE FELIX ALVAREZ
"407751840       ";"00    ";DISTRIBUIDORA DE CAUCHOS EL SOLAR C.A.;JOSE FELIX ALVAREZ
"407752294       ";"00    ";TUBUS SERVICIOS, C.A;"pendiente "
"407768450       ";"00    ";DISTRIBUIDORA DE REPUESTOS IGNEISKER 2012, C.A;JUVEMIR TORCAT
"407768514       ";"00    ";AG TOTAL SUPPLY C.A.;LENIN GONZALEZ
"407774883       ";"00    ";YANSA COREA C.A.;YOSCAIDI CHACON
"407789287       ";"00    ";INVERSIONES ONASSIS XXI C.A.;LENIN GONZALEZ
"407807927       ";"00    ";DISTRIBUIDORA GRALUVEN C.A.;FRANCISCO CARVAJAL
"407824287       ";"00    ";REPUESTOS CAVIAUTO, C.A;DORIALIS MUCHELL
"407824961       ";"00    ";INVERSIONES FERMARI CARS C.A.;ELVIS MERCADO
"407825909       ";"00    ";NELUMA ENVIOS;OFICINA
"407842358       ";"00    ";CORPOCAUCHOS VENE-PARRA C.A.;RICHARD GUEDEZ
"407843982       ";"00    ";DISTRIBUIDORA SAREGO S.A. SUC CARACAS;OFICINA
"407843982_2     ";"00    ";DISTRIBUIDORA SAREGO S.A. (CIUDAD BOLIVAR);OFICINA
"407843982_3     ";"00    ";DISTRIBUIDORA SAREGO S.A. (SAN DIEGO);OFICINA
"407845446       ";"00    ";AUTOPARTES RVA C.A;YOSCAIDI CHACON
"407939211       ";"00    ";REPUESTOS SANTIAGO 2016, C.A;YOSCAIDI CHACON
"407941682       ";"00    ";MAQUINARIAS CAURA C.A.;OFICINA
"407953150       ";"00    ";AGRI MAKRO RUEDAS C.A.;RM OFICINA
"407986929       ";"00    ";AUTOREPUESTOS LA CUEVA, C.A;ALEXANDER REVEROL
"407995200       ";"00    ";CHEVROCAR´S EXPRESS, C.A;ALEXANDER REVEROL
"408001810       ";"00    ";MULTISERVICIOS LILICAR C.A.;ELVIS MERCADO
"408014297       ";"00    ";REPUESTOS VALENFORD, C.A.;YOSCAIDI CHACON
"408021773       ";"00    ";TRUCK TIRE CENTER TEPUY, C.A.;EDUARDO LUIS PULIDO LEON
"408038412       ";"00    ";COMERCIALIZADORA FULL FRENOS C.A.;FRANCISCO CARVAJAL
"408042282       ";"00    ";PUNTO MOTOR C.A.;OFICINA
"408060310       ";"00    ";SERVICIOS MULTIPLES URRIOLA NS C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"408084015       ";"00    ";WILVAL PRODDUCCIONS C.A.;FRANCISCO CARVAJAL
"408088819       ";"00    ";HERCULES PLASTIC C.A.;JOSE FELIX ALVAREZ
"408110768       ";"00    ";INVERSIONES YARMI, C.A;LUIS CARRILLO
"408117568       ";"00    ";RUEDAS Y PARTES DEL CENTRO C.A.;HEMIL GUERRERO
"408134730       ";"00    ";INVERSIONES ARUSH 2021 C.A.;ELVIS MERCADO
"408166887       ";"00    ";DRAPCOM C.A.;IVAN MACUCHA
"408171848       ";"00    ";INVERSIONES CAUCHOS SAN MIGUEL C.A.;RM OFICINA
"408172836       ";"00    ";PROYECTOS Y SUMINISTROS PICAR, C.A.;OFICINA
"408182122       ";"00    ";LUBRI-SERVICIOS 3 DE MAYO, C.A.;STEFANNY JUDITH DUARTE ALAMBARRIO
"408183447       ";"00    ";INVERSIONES CM CARS BLU C.A.;GABRIEL RAMIREZ
"408190397       ";"00    ";PRADO AUTOPARTES C.A.;ELVIS MERCADO
"408193817       ";"00    ";DINAMITA OIL C.A.;ELVIS MERCADO
"408197251       ";"00    ";INVERSIONES A.F.D. ENERGY C.A.;JOEL PETIT
"408211700       ";"00    ";DISTRIBUIDORA LOPINT, C.A.;JOSÉ DOMINGO TORTOLERO ROMÁN
"408229234       ";"00    ";MULTISERVICIOS CLER C.A.;DOUGLAS BOCOURT
"408242907       ";"00    ";SERVIAUTO SUPREMO C.A.;OFICINA
"408265591       ";"00    ";FERRE-OXIGENO EL COMBATE, C.A;JOSÉ DOMINGO TORTOLERO ROMÁN
"408338165       ";"00    ";GLOBAL CARS 2020 C.A.;OFICINA
"408347695       ";"00    ";LOS BENDECI2 MULTISERVICIOS C.A;RODRIGUEZ JOSE GERARDO
"408349434       ";"00    ";KINAN IMPORT C.A;LUIS CARRILLO
"408358794       ";"00    ";EMBRAGUES MUGELLO C.A.;LENIN GONZALEZ
"408370298       ";"00    ";CANOZ 2016 C.A.;ELVIS MERCADO
"408398311       ";"00    ";EJECUTIVOS CUMBRES ANDINAS C.A.;JOHENDER GIRO
"408408066       ";"00    ";INVERSIONES PLUSVEH C.A;LUIS CARRILLO
"408436779       ";"00    ";TRANSPORTE CHEGIL 2016,C.A;MERCADOLIBRE
"408442558       ";"00    ";J & L SUPLLIES VENEZUELA C.A.;OFICINA
"408445263       ";"00    ";INVERSIONES RIFFCAR, C.A;HEMIL GUERRERO
"408466538       ";"00    ";DISTRIBUIDORA MR. RR 88, C.A.;JOHENDER GIRO
